MS Zoning;A (agr);C;FV;I (all);RH;RL;RM;Lot Frontage;Lot Area;Street;Pave;Grvl;Alley;Pave;Grvl;NA;Lot Shape;IR1;IR2;IR3;Reg;Land Contour;Bnk;HLS;Low;Lvl;Utilities;AllPub;NoSeWa;NoSewr;Lot Config;Corner;CuIDSac;FR2;FR3;Inside;Land Slope;Gtl;Mod;Sev;Neighborhood;Blmngtn;Blueste;BrDale;BrkSide;ClearCr;CollgCr;Crawfor;Edwards;Gilbert;Greens;GrnHill;IDOTRR;Landmrk;MeadowV;Mitchel;NAmes;NoRidge;NPkVill;NridgHt;NWAmes;OldTown;Sawyer;SawyerW;Somerst;StoneBr;SWISU;Timber;Veenker;Condition 1;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Condition 2;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Bldg Type;1Fam;2FmCon;Duplx;TwnhsE;TwnhsI;House Style;1Story;1.5Fin;1.5Unf;2Story;2.5Fin;2.5Unf;Sfoyer;SLvl;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Flat;Gable;Gambrel;Hip;Mansard;Shed;Roof Matl;ClyTile;CompShg;Membran;Metal;Roll;Tar&Grv;WdShake;WdShngl;Exterior 1st;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Exterior 2nd;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Mas Vnr Type;BrkCmn;BrkFace;CBlock;None;Stone;Mas Vnr Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt Unf SF;Total Bsmt SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr Liv Area;Bsmt Full Bath;Bsmt Half Bath;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Yr Blt;Garage Cars;Garage Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Mo Sold;1;2;3;4;5;6;7;8;9;10;11;12;Yr Sold;2006;2007;2008;2009;2010;Sale Type;COD;Con;ConLD;ConLI;ConLW;CWD;New;Oth;VWD;WD ;Sale Condition;Normal;Abnorml;AdjLand;Alloca;Family;Partial;SalePrice
RL;0;0;0;0;0;1;0;94;12883;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2009;2010;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;256;0;0;1544;1544;1544;0;0;1544;0;0;2;0;3;1;7;0;2009;3;868;0;35;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2010;0;0;0;0;1;New;0;0;0;0;0;0;1;0;0;0;Partial;0;0;0;0;0;1;290941
RL;0;0;0;0;0;1;0;75;11750;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;2005;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;204;20;0;1526;1546;1546;0;0;1546;0;0;2;0;3;1;7;0;2005;3;796;144;42;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;217000
RL;0;0;0;0;0;1;0;84;10084;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;2005;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;196;24;0;1528;1552;1552;0;0;1552;0;0;2;0;3;1;7;0;2005;3;782;144;20;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2006;1;0;0;0;0;New;0;0;0;0;0;0;1;0;0;0;Partial;0;0;0;0;0;1;212900
FV;0;0;1;0;0;0;0;68;8736;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;2003;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Wd Shng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;771;360;422;1553;1553;0;0;1553;1;0;2;0;3;1;6;0;2003;2;588;192;88;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;234500
RL;0;0;0;0;0;1;0;34;4590;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Twnhs;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2006;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;108;24;0;1530;1554;1554;0;0;1554;0;0;2;0;2;1;6;1;2006;2;627;156;73;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;209500
RL;0;0;0;0;0;1;0;34;4590;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Twnhs;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2006;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;108;24;0;1530;1554;1554;0;0;1554;0;0;2;0;2;1;6;1;2006;2;627;156;73;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2007;0;1;0;0;0;CWD;0;0;0;0;0;1;0;0;0;0;Normal;1;0;0;0;0;0;209500
RL;0;0;0;0;0;1;0;84;10933;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;9;5;2009;2009;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;242;1021;0;534;1555;1680;0;0;1680;1;0;1;1;1;1;8;1;2009;3;1138;185;24;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;New;0;0;0;0;0;0;1;0;0;0;Partial;0;0;0;0;0;1;323262
RL;0;0;0;0;0;1;0;73;11927;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;1994;1995;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;519;408;465;683;1556;1592;0;0;1592;0;0;2;0;3;1;7;1;1994;2;484;120;35;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;228000
FV;0;0;1;0;0;0;0;35;4109;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;TwnhsE;0;0;0;1;0;1Story;1;0;0;0;0;0;0;0;9;5;1999;2000;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;260;1141;0;416;1557;1557;0;0;1557;1;0;2;0;2;1;5;1;1999;2;484;124;113;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;305000
RM;0;0;0;0;0;0;1;90;8100;Pave;1;0;Pave;1;0;0;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1948;1973;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;338;0;1221;1559;1559;0;0;1559;1;0;1;0;2;1;5;0;1948;2;812;0;116;230;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2007;0;1;0;0;0;COD;1;0;0;0;0;0;0;0;0;0;Normal;1;0;0;0;0;0;153500
RL;0;0;0;0;0;1;0;129;9196;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Mitchel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;2003;2003;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;1560;1560;1560;0;0;1560;0;0;2;0;3;1;7;0;2003;2;573;100;150;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;201000
RL;0;0;0;0;0;1;0;63;8668;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Duplex;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1968;1968;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;0;0;1560;1560;1560;0;0;1560;0;0;2;0;4;2;8;0;1968;3;792;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;126000
RL;0;0;0;0;0;1;0;70;8078;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Duplex;0;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1958;1958;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Stone;0;0;0;0;1;260;0;0;1560;1560;1560;0;0;1560;0;0;2;0;4;2;8;0;1958;2;484;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;128600
RL;0;0;0;0;0;1;0;48;5911;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;TwnhsE;0;0;0;1;0;1Story;1;0;0;0;0;0;0;0;9;5;2005;2005;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;278;472;0;1088;1560;1565;0;0;1565;1;0;2;0;2;1;6;1;2005;2;556;196;56;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;282500
RL;0;0;0;0;0;1;0;90;13339;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Crawfor;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;6;6;1960;1960;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Stone;0;0;0;0;1;132;65;875;621;1561;1561;0;0;1561;1;0;2;0;3;1;6;1;1960;2;463;0;148;0;0;120;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;193000
RL;0;0;0;0;0;1;0;60;7313;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;TwnhsE;0;0;0;1;0;1Story;1;0;0;0;0;0;0;0;9;5;2005;2005;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;246;1153;0;408;1561;1561;0;0;1561;1;0;2;0;2;1;6;1;2005;2;556;203;47;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;277500
RL;0;0;0;0;0;1;0;80;14695;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;6;8;1966;2008;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;210;1387;0;175;1562;1567;0;0;1567;1;0;2;0;2;1;5;2;1966;2;542;0;110;0;0;342;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;256000
RL;0;0;0;0;0;1;0;78;10206;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2007;2007;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;468;33;0;1530;1563;1563;0;0;1563;0;0;2;0;3;1;6;1;2007;3;758;144;99;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;245000
RL;0;0;0;0;0;1;0;85;11058;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;6;2007;2007;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;212;56;0;1508;1564;1564;0;0;1564;0;0;2;0;3;1;6;0;2007;3;814;0;24;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;218836
FV;0;0;1;0;0;0;0;75;9000;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2008;2008;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;36;1078;0;488;1566;1566;0;0;1566;1;0;2;0;3;1;7;0;2008;2;750;144;168;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;262500
RL;0;0;0;0;0;1;0;110;14230;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NridgHt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2007;2007;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Stone;0;0;0;0;1;640;0;0;1566;1566;1600;0;0;1600;0;0;2;0;3;1;7;1;2007;3;890;0;56;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;256300
RL;0;0;0;0;0;1;0;80;9600;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;5;1967;1967;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;0;0;1568;1568;1568;0;0;1568;0;0;1;1;3;1;7;0;1967;2;440;160;40;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2009;0;0;0;1;0;COD;1;0;0;0;0;0;0;0;0;0;Normal;1;0;0;0;0;0;143000
FV;0;0;1;0;0;0;0;60;7180;Pave;1;0;Pave;1;0;0;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;8;5;2001;2002;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;CemntBd;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CmentBd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;0;0;1568;1568;1568;0;0;1568;0;0;2;0;3;1;6;1;2001;2;564;0;266;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;221000
RL;0;0;0;0;0;1;0;90;11664;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;7;5;2002;2002;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;1234;0;335;1569;1611;0;0;1611;1;0;2;0;3;1;6;0;2002;3;1231;262;93;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;250000
